STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,5.47,,MEX,Mexico,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,15.16,,FIN,Finland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,15.49,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISL,Iceland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,11.63,,ISL,Iceland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,5.49,,CRI,Costa Rica,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,15.44,,EST,Estonia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,12.65,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,15.25,,HUN,Hungary,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,TUR,Turkey,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,6.69,,TUR,Türkiye,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,16.04,,FRA,France,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHL,Chile,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,7.94,,CHL,Chile,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,13.87,,CZE,Czechia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,5.82,,COL,Colombia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,14.8,,DNK,Denmark,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,13.65,,NLD,Netherlands,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,13.94,,LUX,Luxembourg,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,9.85,,ISR,Israel,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,11.14,,IRL,Ireland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,7.89,,KOR,Korea,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,12.72,,CAN,Canada,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,18.71,,ITA,Italy,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,17.06,,DEU,Germany,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,16.57,,PRT,Portugal,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,15.59,,CHE,Switzerland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,17.48,,GRC,Greece,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,14.47,,SVN,Slovenia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,16.94,,BEL,Belgium,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,14.94,,NOR,Norway,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,17.2,,SWE,Sweden,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NZL,New Zealand,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,11.84,,NZL,New Zealand,O,Missing value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,JPN,Japan,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,18.54,,JPN,Japan,O,Missing value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GBR,United Kingdom,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2002,,15.88,,GBR,United Kingdom,E,Estimated value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,17.16,,SWE,Sweden,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,14.8,,NOR,Norway,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,17.02,,BEL,Belgium,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,14.77,,SVN,Slovenia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,17.77,,GRC,Greece,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,15.62,,CHE,Switzerland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,16.75,,PRT,Portugal,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,17.49,,DEU,Germany,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,18.98,,ITA,Italy,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,12.83,,CAN,Canada,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,8.23,,KOR,Korea,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,11.11,,IRL,Ireland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,9.91,,ISR,Israel,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,14.03,,LUX,Luxembourg,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,13.71,,NLD,Netherlands,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GBR,United Kingdom,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,15.91,,GBR,United Kingdom,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,14.83,,DNK,Denmark,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,5.94,,COL,Colombia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,13.91,,CZE,Czechia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHL,Chile,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,8.1,,CHL,Chile,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,16.13,,FRA,France,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,TUR,Turkey,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,6.67,,TUR,Türkiye,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,15.37,,HUN,Hungary,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,12.73,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,15.84,,EST,Estonia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,5.6,,CRI,Costa Rica,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISL,Iceland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,11.71,,ISL,Iceland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,15.44,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,15.34,,FIN,Finland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,5.56,,MEX,Mexico,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,12.79,,POL,Poland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,12.36,,USA,United States,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,11.47,,SVK,Slovak Republic,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,14.93,,LTU,Lithuania,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,15.84,,LVA,Latvia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,16.96,,ESP,Spain,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NZL,New Zealand,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,11.81,,NZL,New Zealand,O,Missing value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,JPN,Japan,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2003,,19.05,,JPN,Japan,O,Missing value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2004,,16.8,,ESP,Spain,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2004,,16.24,,LVA,Latvia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2004,,15.42,,LTU,Lithuania,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2004,,11.57,,SVK,Slovak Republic,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2004,,12.36,,USA,United States,A,Normal value,0,Units,2,Two
