STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,TERRITORIAL_LEVEL,Territorial level,REF_AREA,Reference area,TERRITORIAL_TYPE,Territorial typology,MEASURE,Measure,AGE,Age,SEX,Sex,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,COUNTRY,Country,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,10.29,,ISR,Israel,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,11.89,,IRL,Ireland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,11.32,,KOR,Korea,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,14.85,,CAN,Canada,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,20.83,,ITA,Italy,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,20.67,,DEU,Germany,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,19.17,,PRT,Portugal,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,17.16,,CHE,Switzerland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,19.67,,GRC,Greece,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,16.78,,SVN,Slovenia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NZL,New Zealand,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,13.68,,NZL,New Zealand,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,JPN,Japan,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,24.15,,JPN,Japan,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,17.38,,BEL,Belgium,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,15.4,,NOR,Norway,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,18.82,,SWE,Sweden,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GBR,United Kingdom,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2012,,17.02,,GBR,United Kingdom,E,Estimated value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SWE,Sweden,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,19.13,,SWE,Sweden,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NOR,Norway,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,15.65,,NOR,Norway,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,BEL,Belgium,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,17.59,,BEL,Belgium,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,JPN,Japan,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,25.06,,JPN,Japan,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NZL,New Zealand,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,14.09,,NZL,New Zealand,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVN,Slovenia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,17.1,,SVN,Slovenia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GRC,Greece,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,20.06,,GRC,Greece,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHE,Switzerland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,17.4,,CHE,Switzerland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,PRT,Portugal,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,19.51,,PRT,Portugal,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DEU,Germany,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,20.76,,DEU,Germany,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,21.14,,ITA,Italy,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,15.26,,CAN,Canada,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,11.78,,KOR,Korea,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,12.24,,IRL,Ireland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,10.56,,ISR,Israel,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,13.98,,LUX,Luxembourg,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,16.83,,NLD,Netherlands,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,17.85,,DNK,Denmark,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,7.61,,COL,Colombia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,16.81,,CZE,Czechia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHL,Chile,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,10.07,,CHL,Chile,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,17.57,,FRA,France,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,TUR,Turkey,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,7.51,,TUR,Türkiye,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,17.15,,HUN,Hungary,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,14.4,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,18.03,,EST,Estonia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,6.96,,CRI,Costa Rica,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISL,Iceland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,12.95,,ISL,Iceland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,18.07,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,18.76,,FIN,Finland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,6.52,,MEX,Mexico,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,14.39,,POL,Poland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,14.13,,USA,United States,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,13.13,,SVK,Slovak Republic,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,18.22,,LTU,Lithuania,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,18.77,,LVA,Latvia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,17.67,,ESP,Spain,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GBR,United Kingdom,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2013,,17.36,,GBR,United Kingdom,E,Estimated value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ESP,Spain,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,18.11,,ESP,Spain,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LVA,Latvia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,19.07,,LVA,Latvia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LTU,Lithuania,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,18.39,,LTU,Lithuania,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,SVK,Slovak Republic,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,13.54,,SVK,Slovak Republic,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,USA,United States,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,14.51,,USA,United States,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,POL,Poland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,14.89,,POL,Poland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,MEX,Mexico,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,6.64,,MEX,Mexico,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FIN,Finland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,19.38,,FIN,Finland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUT,Austria,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,18.3,,AUT,Austria,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISL,Iceland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,13.22,,ISL,Iceland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CRI,Costa Rica,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,7.15,,CRI,Costa Rica,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,EST,Estonia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,18.38,,EST,Estonia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,AUS,Australia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,14.66,,AUS,Australia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,HUN,Hungary,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,17.5,,HUN,Hungary,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,TUR,Turkey,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,7.68,,TUR,Türkiye,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,FRA,France,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,17.96,,FRA,France,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CHL,Chile,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,10.33,,CHL,Chile,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CZE,Czechia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,17.37,,CZE,Czechia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,COL,Colombia,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,7.84,,COL,Colombia,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,DNK,Denmark,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,18.25,,DNK,Denmark,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,GBR,United Kingdom,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,17.65,,GBR,United Kingdom,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,NLD,Netherlands,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,17.34,,NLD,Netherlands,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,LUX,Luxembourg,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,14.08,,LUX,Luxembourg,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ISR,Israel,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,10.75,,ISR,Israel,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,IRL,Ireland,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,12.6,,IRL,Ireland,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,KOR,Korea,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,12.23,,KOR,Korea,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,CAN,Canada,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,15.64,,CAN,Canada,A,Normal value,0,Units,2,Two
DATAFLOW,OECD.CFE.EDS:DSD_REG_DEMO@DF_POP_BROAD(2.4),Population by broad age groups - Regions,I,A,Annual,CTRY,Country,ITA,Italy,_Z,Not applicable,POP,Population,Y_GE65,65 years or over,_T,Total,PT_POP,Percentage of population,2014,,21.51,,ITA,Italy,A,Normal value,0,Units,2,Two
